TES4
TES4, HEDR,Required 
INGR, DATA,Required 
INGR, KWDA,
INGR, MODT,Required 
INGR, YNAM,
INGR, ZNAM,
INGR, VMAD,
SOUN
SOUN, FNAM,
SOUN, OBND,Required 
SOUN, EDID,Required 
SOUN, SDSC,Required 
SOUN, SNDD,
ASPC
ASPC, OBND,Required 
ASPC, EDID,Required 
ASPC, RDAT,
ASPC, BNAM,
ASPC, SNAM,
MGEF
MGEF, EDID,Required 
MGEF, KSIZ,
MGEF, FULL,
MGEF, MDOB,
MGEF, KWDA,
MGEF, CTDA,Many 
MGEF, DATA,Required 
MGEF, SNDD,
MGEF, DNAM,Required 
MGEF, VMAD,
LTEX
LTEX, EDID,Required 
LTEX, TNAM,
LTEX, MNAM,Required 
LTEX, HNAM,Required 
LTEX, SNAM,Required 
LTEX, GNAM,Many 
MUSC
MUSC, FNAM,Required 
MUSC, EDID,Required 
MUSC, PNAM,Required 
MUSC, WNAM,Required 
MUSC, TNAM,Required 
MISC
MISC, MODL,Required 
MISC, OBND,Required 
MISC, ICON,
MISC, EDID,Required 
MISC, KSIZ,
MISC, FULL,
MISC, VMAD,
MISC, MODT,Required 
MISC, DATA,Required 
MISC, KWDA,
MISC, MODS,
MISC, YNAM,
MISC, ZNAM,
ACTI
ACTI, MODL,
ACTI, EDID,Required 
ACTI, FNAM,
ACTI, DMDS,
ACTI, OBND,Required 
ACTI, PNAM,
ACTI, KNAM,
ACTI, FULL,
ACTI, DEST,
ACTI, VMAD,
ACTI, MODT,
ACTI, MODS,
ACTI, DSTD,Many 
ACTI, DMDL,Many 
ACTI, DMDT,Many 
ACTI, DSTF,Many 
ACTI, RNAM,
ACTI, VNAM,
ACTI, WNAM,
ACTI, KSIZ,
ACTI, KWDA,
ACTI, SNAM,
SPEL
SPEL, EDID,Required 
SPEL, EFID,Many 
SPEL, ETYP,Required 
SPEL, OBND,Required 
SPEL, FULL,
SPEL, DESC,Required 
SPEL, SPIT,Required 
SPEL, EFIT,Many 
SPEL, MDOB,
SPEL, CTDA,Many 
SPEL, CIS2,
SCRL
SCRL, MODL,Required 
SCRL, ETYP,Required 
SCRL, OBND,Required 
SCRL, EFID,Many 
SCRL, EDID,Required 
SCRL, DESC,Required 
SCRL, FULL,Required 
SCRL, MDOB,Required 
SCRL, MODT,Required 
SCRL, DATA,Required 
SCRL, SPIT,Required 
SCRL, EFIT,Many 
SCRL, CTDA,Many 
SCRL, KSIZ,
SCRL, KWDA,
BOOK
BOOK, MODL,Required 
BOOK, OBND,Required 
BOOK, EDID,Required 
BOOK, KSIZ,
BOOK, DESC,Required 
BOOK, FULL,
BOOK, MODT,Required 
BOOK, DATA,Required 
BOOK, KWDA,
BOOK, INAM,
BOOK, CNAM,Required 
BOOK, YNAM,
BOOK, VMAD,
WOOP
WOOP, EDID,Required 
WOOP, TNAM,Required 
WOOP, FULL,
CLMT
CLMT, MODL,Required 
CLMT, FNAM,Required 
CLMT, WLST,Required 
CLMT, EDID,Required 
CLMT, GNAM,Required 
CLMT, TNAM,Required 
CLMT, MODT,
CONT
CONT, MODL,Required 
CONT, OBND,Required 
CONT, EDID,Required 
CONT, SNAM,
CONT, FULL,
CONT, MODT,Required 
CONT, CNTO,Many 
CONT, COCT,
CONT, DATA,Required 
CONT, QNAM,
CONT, COED,
CONT, MODS,
CONT, VMAD,
SHOU
SHOU, EDID,Required 
SHOU, SNAM,Many 
SHOU, DESC,Required 
SHOU, FULL,
SHOU, MDOB,
APPA
APPA, OBND,Required 
APPA, EDID,Required 
APPA, DESC,Required 
APPA, FULL,Required 
APPA, QUAL,Required 
APPA, DATA,Required 
LIGH
LIGH, MODL,
LIGH, FNAM,Required 
LIGH, OBND,Required 
LIGH, EDID,Required 
LIGH, DATA,Required 
LIGH, MODT,
LIGH, SNAM,
LIGH, FULL,
LAND
LAND, DATA,Required 
LAND, VTXT,Many 
LAND, VHGT,
LAND, VNML,
LAND, BTXT,Many 
LAND, VCLR,
LAND, ATXT,Many 
STAT
STAT, MODL,
STAT, OBND,Required 
STAT, EDID,Required 
STAT, DNAM,Required 
STAT, MODT,
STAT, MNAM,
STAT, MODS,
MUST
MUST, FLTV,
MUST, EDID,Required 
MUST, FNAM,
MUST, CNAM,Required 
MUST, CTDA,Many 
MUST, ANAM,
MUST, CITC,
MUST, BNAM,
MUST, LNAM,
MUST, DNAM,
MUST, SNAM,
MATT
MATT, FNAM,Required 
MATT, EDID,Required 
MATT, MNAM,Required 
MATT, CNAM,Required 
MATT, BNAM,Required 
MATT, PNAM,
MATT, HNAM,
MSTT
MSTT, MODL,Required 
MSTT, OBND,Required 
MSTT, EDID,Required 
MSTT, MODT,
MSTT, DATA,Required 
MSTT, MODS,
MSTT, DEST,
MSTT, SNAM,
MSTT, DSTD,Many 
MSTT, DMDL,Many 
MSTT, DMDT,Many 
MSTT, DSTF,Many 
FLOR
FLOR, EDID,Required 
FLOR, FNAM,Required 
FLOR, MODL,Required 
FLOR, OBND,Required 
FLOR, FULL,Required 
FLOR, VMAD,
FLOR, MODT,Required 
FLOR, PNAM,Required 
FLOR, RNAM,
FLOR, PFPC,Required 
FLOR, PFIG,
FLOR, SNAM,
FLOR, MODS,
FURN
FURN, FNMK,Many 
FURN, EDID,Required 
FURN, FNAM,Required 
FURN, MODL,Required 
FURN, OBND,Required 
FURN, FULL,
FURN, KNAM,
FURN, MODT,
FURN, PNAM,Required 
FURN, MNAM,Required 
FURN, WBDT,Required 
FURN, FNPR,Many 
FURN, ENAM,Many 
FURN, NAM0,Many 
FURN, KSIZ,
FURN, KWDA,
FURN, DEST,
FURN, VMAD,
FURN, XMRK,
FURN, MODS,
FURN, DSTD,Many 
FURN, DSTF,Many 
SPGD
SPGD, ICON,
SPGD, EDID,Required 
SPGD, DATA,Required 
IDLE
IDLE, CIS1,Many 
IDLE, EDID,
IDLE, DATA,Required 
IDLE, ANAM,Required 
IDLE, CTDA,Many 
IDLE, DNAM,
IDLE, ENAM,
WEAP
WEAP, VNAM,Required 
WEAP, ETYP,
WEAP, MODL,
WEAP, OBND,Required 
WEAP, EDID,Required 
WEAP, EITM,
WEAP, FULL,
WEAP, BIDS,
WEAP, MODT,
WEAP, EAMT,
WEAP, BAMT,
WEAP, KSIZ,
WEAP, KWDA,
WEAP, DESC,Required 
WEAP, INAM,
WEAP, WNAM,
WEAP, TNAM,
WEAP, NAM9,
WEAP, NAM8,
WEAP, DATA,Required 
WEAP, DNAM,Required 
WEAP, CRDT,Required 
WEAP, CNAM,
WEAP, VMAD,
WEAP, SNAM,
WEAP, UNAM,
WEAP, NNAM,
WEAP, MODS,
PGRE
PGRE, XSCL,
PGRE, NAME,Required 
PGRE, XESP,
PGRE, XOWN,
PGRE, DATA,Required 
NPC_
NPC_, TINC,Many 
NPC_, SPLO,Many 
NPC_, OBND,Required 
NPC_, CSDI,Many 
NPC_, EDID,Required 
NPC_, CNAM,Required 
NPC_, DEST,
NPC_, SPOR,
NPC_, ATKR,
NPC_, VMAD,
NPC_, ACBS,Required 
NPC_, TPLT,
NPC_, SPCT,
NPC_, RNAM,Required 
NPC_, AIDT,Required 
NPC_, SOFT,
NPC_, DATA,Required 
NPC_, DNAM,Required 
NPC_, NAM5,Required 
NPC_, KSIZ,
NPC_, NAM6,Required 
NPC_, TIAS,Many 
NPC_, NAM7,Required 
NPC_, NAM8,Required 
NPC_, PKID,Many 
NPC_, QNAM,Required 
NPC_, SNAM,Many 
NPC_, INAM,
NPC_, VTCK,
NPC_, NAMA,
NPC_, WNAM,
NPC_, DOFT,
NPC_, ZNAM,
NPC_, DPLT,
NPC_, KWDA,
NPC_, CSCR,
NPC_, CSDT,Many 
NPC_, COCT,
NPC_, TINI,Many 
NPC_, PRKR,Many 
NPC_, CNTO,Many 
NPC_, PRKZ,
NPC_, PNAM,Many 
NPC_, ANAM,
NPC_, HCLF,
NPC_, FTST,
NPC_, NAM9,
NPC_, TINV,Many 
NPC_, FULL,
NPC_, CSDC,Many 
NPC_, ECOR,
NPC_, CRIF,
NPC_, SHRT,
NPC_, DSTF,
NPC_, ATKD,
NPC_, ATKE,
NPC_, DSTD,
NPC_, GNAM,
LVLN
LVLN, COED,
LVLN, MODL,
LVLN, OBND,Required 
LVLN, EDID,Required 
LVLN, MODT,
LVLN, LVLD,Required 
LVLN, LVLF,Required 
LVLN, LLCT,Required 
LVLN, LVLO,Many 
KEYM
KEYM, MODL,Required 
KEYM, OBND,Required 
KEYM, EDID,Required 
KEYM, KSIZ,
KEYM, FULL,Required 
KEYM, MODT,Required 
KEYM, KWDA,
KEYM, YNAM,
KEYM, ZNAM,
KEYM, DATA,Required 
KEYM, VMAD,
ALCH
ALCH, EDID,Required 
ALCH, EFID,Many 
ALCH, MODL,Required 
ALCH, OBND,Required 
ALCH, FULL,
ALCH, MODT,
ALCH, ENIT,Required 
ALCH, EFIT,Many 
ALCH, DATA,Required 
ALCH, KSIZ,
ALCH, KWDA,
ALCH, CTDA,
ALCH, YNAM,
ALCH, ZNAM,
ALCH, MODS,
COBJ
COBJ, EDID,Required 
COBJ, BNAM,Required 
COBJ, CNTO,Many 
COBJ, COCT,
COBJ, CTDA,Many 
COBJ, CNAM,
COBJ, NAM1,Required 
PROJ
PROJ, VNAM,Required 
PROJ, MODL,
PROJ, OBND,Required 
PROJ, EDID,Required 
PROJ, NAM1,Required 
PROJ, MODT,
PROJ, DATA,Required 
PROJ, DEST,
PROJ, FULL,
PROJ, DSTD,Many 
PROJ, NAM2,
PROJ, DSTF,Many 
HAZD
HAZD, MODL,Required 
HAZD, OBND,Required 
HAZD, EDID,Required 
HAZD, FULL,
HAZD, MODT,
HAZD, DATA,Required 
HAZD, MNAM,
INFO
INFO, NAM3,Many 
INFO, ENAM,
INFO, SNAM,Many 
INFO, TRDT,Many 
INFO, CIS2,Many 
INFO, VMAD,
INFO, CNAM,
INFO, NAM1,Many 
INFO, NAM2,Many 
INFO, CTDA,Many 
INFO, DNAM,
INFO, EDID,
INFO, ONAM,
INFO, DATA,
INFO, SCHR,Many 
INFO, QNAM,Many 
INFO, NEXT,
INFO, RNAM,
INFO, TCLT,Many 
INFO, TWAT,
INFO, ANAM,
INFO, LNAM,
SLGM
SLGM, MODL,Required 
SLGM, OBND,Required 
SLGM, EDID,Required 
SLGM, KSIZ,
SLGM, FULL,
SLGM, SOUL,Required 
SLGM, MODT,
SLGM, DATA,Required 
SLGM, KWDA,
SLGM, SLCP,Required 
SLGM, NAM0,
WRLD
WRLD, OFST,Required 
WRLD, EDID,Required 
WRLD, NAM4,
WRLD, RNAM,Many 
WRLD, CNAM,
WRLD, XLCN,
WRLD, FULL,
WRLD, NAM2,
WRLD, MNAM,
WRLD, NAM3,
WRLD, WCTR,
WRLD, DNAM,
WRLD, NAM0,Required 
WRLD, ONAM,Required 
WRLD, WNAM,
WRLD, NAMA,Required 
WRLD, DATA,Required 
WRLD, NAM9,Required 
WRLD, ZNAM,
WRLD, TNAM,
WRLD, UNAM,
WRLD, PNAM,
WRLD, MHDT,
WRLD, XXXX,
WRLD, LTMP,
WRLD, XEZN,
LVLI
LVLI, OBND,Required 
LVLI, EDID,Required 
LVLI, LVLD,Required 
LVLI, LVLF,Required 
LVLI, LLCT,
LVLI, LVLO,Many 
LVLI, LVLG,
WTHR
WTHR, <0TX,
WTHR, FNAM,Required 
WTHR, EDID,Required 
WTHR, RNAM,
WTHR, 00TX,
WTHR, SNAM,Many 
WTHR, 10TX,
WTHR, TNAM,Many 
WTHR, NAM1,
WTHR, 20TX,
WTHR, IMSP,Required 
WTHR, 30TX,
WTHR, =0TX,
WTHR, >0TX,
WTHR, ?0TX,
WTHR, C0TX,
WTHR, D0TX,
WTHR, L0TX,
WTHR, MODT,
WTHR, LNAM,Required 
WTHR, MNAM,Required 
WTHR, NNAM,Required 
WTHR, QNAM,
WTHR, PNAM,Required 
WTHR, JNAM,
WTHR, ONAM,
WTHR, NAM0,Required 
WTHR, G0TX,
WTHR, DATA,Required 
WTHR, 50TX,
WTHR, DALC,Many 
WTHR, MODL,
WTHR, 80TX,
WTHR, 90TX,
WTHR, :0TX,
WTHR, ;0TX,
WTHR, A0TX,
WTHR, H0TX,
WTHR, K0TX,
WTHR, @0TX,
WTHR, E0TX,
WTHR, F0TX,
WTHR, 40TX,
WTHR, 60TX,
WTHR, NAM2,
WTHR, 70TX,
WTHR, B0TX,
WTHR, I0TX,
WTHR, J0TX,
WTHR, NAM3,
WTHR, DNAM,
WTHR, CNAM,
WTHR, ANAM,
WTHR, BNAM,
REGN
REGN, ICON,
REGN, EDID,Required 
REGN, RCLR,Required 
REGN, RDWT,
REGN, WNAM,
REGN, RPLI,Many 
REGN, RDAT,Many 
REGN, RPLD,Many 
REGN, RDSA,
REGN, RDMO,
REGN, RDOT,
REGN, RDMP,
PHZD
PHZD, XSCL,
PHZD, NAME,Required 
PHZD, XESP,
PHZD, DATA,Required 
PHZD, VMAD,
NAVI
NAVI, NVER,Required 
NAVI, NVMI,Many 
NAVI, NVPP,Required 
ARTO
ARTO, MODL,Required 
ARTO, OBND,Required 
ARTO, EDID,Required 
ARTO, DNAM,Required 
ARTO, MODT,
QUST
QUST, FNAM,Many 
QUST, EDID,Required 
QUST, ALNT,Many 
QUST, INDX,Many 
QUST, NEXT,Required 
QUST, FLTR,
QUST, SPOR,
QUST, VMAD,
QUST, KNAM,Many 
QUST, FULL,
QUST, DNAM,Required 
QUST, ALFL,Many 
QUST, ANAM,Required 
QUST, CTDA,Many 
QUST, ENAM,
QUST, QSDT,Many 
QUST, ALST,Many 
QUST, COCT,Many 
QUST, QOBJ,Many 
QUST, ALPC,Many 
QUST, ALID,Many 
QUST, ALFE,Many 
QUST, ALED,Many 
QUST, ALFD,Many 
QUST, VTCK,Many 
QUST, ALCA,Many 
QUST, ALLS,Many 
QUST, ALUA,Many 
QUST, ALSP,Many 
QUST, ALFR,Many 
QUST, ALCO,Many 
QUST, CIS2,Many 
QUST, ALCL,Many 
QUST, NNAM,Many 
QUST, SCHR,Many 
QUST, QSTA,Many 
QUST, ALEA,Many 
QUST, ALFA,Many 
QUST, KWDA,Many 
QUST, ALRT,Many 
QUST, KSIZ,Many 
QUST, ALFI,Many 
QUST, NAM0,Many 
QUST, ALFC,Many 
QUST, CNTO,Many 
QUST, ALNA,Many 
QUST, QNAM,Many 
QUST, QTGL,Many 
QUST, ECOR,Many 
QUST, ALEQ,Many 
QUST, ALDN,Many 
QUST, CNAM,Many 
QUST, SCTX,
COLL
COLL, FNAM,Required 
COLL, EDID,Required 
COLL, CNAM,
COLL, DESC,Required 
COLL, BNAM,Required 
COLL, GNAM,Required 
COLL, MNAM,Required 
COLL, INTV,Required 
CELL
CELL, EDID,
CELL, XCMO,
CELL, XWCN,
CELL, FULL,
CELL, XCIM,
CELL, XLCN,
CELL, TVDT,
CELL, LTMP,Required 
CELL, XCLW,Required 
CELL, XCLR,
CELL, DATA,Required 
CELL, XWEM,
CELL, XILL,
CELL, XCLL,
CELL, XEZN,
CELL, XCAS,
CELL, XCCM,
CELL, XOWN,
CELL, XCWT,
CELL, MHDT,
CELL, LNAM,
CELL, XNAM,
CELL, XCLC,
CELL, XWCU,
CELL, XWCS,
REFR
REFR, FNAM,
REFR, EDID,
REFR, XSCL,
REFR, XCZA,
REFR, XRGD,
REFR, NAME,Required 
REFR, XTEL,
REFR, XRMR,
REFR, DATA,Required 
REFR, VMAD,
REFR, XLRM,Many 
REFR, XPRM,
REFR, XNDP,
REFR, XCVL,
REFR, XMBO,
REFR, XHTW,
REFR, XLTW,
REFR, XPRD,
REFR, XLRT,
REFR, XLIB,
REFR, XPPA,
REFR, INAM,
REFR, XAPR,Many 
REFR, XACT,
REFR, PDTO,
REFR, XSPC,
REFR, XLOC,
REFR, XEMI,
REFR, XESP,
REFR, XFVC,
REFR, XAPD,
REFR, XPOD,
REFR, XLKR,Many 
REFR, XRDS,
REFR, XLIG,
REFR, XALP,
REFR, XOWN,
REFR, XEZN,
REFR, XMBR,
REFR, XTRI,
REFR, ONAM,
REFR, XTNM,
REFR, XRNK,
REFR, XLCM,
REFR, XCZC,
REFR, SCTX,
REFR, LNAM,
REFR, XCNT,
REFR, XWCU,
REFR, XPWR,Many 
REFR, XIS2,
REFR, XOCP,
REFR, XMBP,
REFR, XRGB,
REFR, XLCN,
REFR, FULL,
REFR, XWCN,
REFR, SCHR,
REFR, XMRK,
REFR, TNAM,
ACHR
ACHR, EDID,
ACHR, NAME,Required 
ACHR, XRGD,
ACHR, XLKR,Many 
ACHR, XLCM,
ACHR, VMAD,
ACHR, XLCN,
ACHR, DATA,Required 
ACHR, XPPA,
ACHR, XLRT,
ACHR, XESP,
ACHR, XAPD,
ACHR, PDTO,
ACHR, XAPR,Many 
ACHR, XRGB,
ACHR, XSCL,
ACHR, XOWN,
ACHR, XEZN,
ACHR, XPRD,
ACHR, INAM,
ACHR, XHOR,
ACHR, XIS2,
PACK
PACK, FNAM,Many 
PACK, EDID,Required 
PACK, POBA,Required 
PACK, PKDT,Required 
PACK, PSDT,Required 
PACK, PLDT,Many 
PACK, ANAM,Many 
PACK, CTDA,Many 
PACK, TNAM,Many 
PACK, PKCU,Required 
PACK, CNAM,Many 
PACK, UNAM,Many 
PACK, XNAM,Required 
PACK, INAM,Many 
PACK, PDTO,Many 
PACK, POEA,Required 
PACK, PTDA,Many 
PACK, POCA,Required 
PACK, QNAM,Many 
PACK, CIS2,Many 
PACK, PFO2,Many 
PACK, CITC,Many 
PACK, PRCB,Many 
PACK, TPIC,
PACK, PNAM,Many 
PACK, PKC2,Many 
PACK, IDLF,
PACK, BNAM,Many 
PACK, IDLA,
PACK, VMAD,
PACK, IDLC,
PACK, IDLT,
PACK, CIS1,Many 
PACK, SCHR,Many 
PACK, SCTX,Many 
PACK, PFOR,Many 
PACK, SCDA,
CSTY
CSTY, EDID,Required 
CSTY, CSGD,Required 
CSTY, CSME,
CSTY, DATA,
CSTY, CSCR,
CSTY, CSLR,
CSTY, CSFL,
CSTY, CSMD,
LSCR
LSCR, NNAM,Required 
LSCR, EDID,Required 
LSCR, CIS2,
LSCR, SNAM,Required 
LSCR, DESC,Required 
LSCR, CTDA,Many 
LSCR, RNAM,Required 
LSCR, ONAM,Required 
LSCR, XNAM,Required 
LSCR, MOD2,Required 
LVSP
LVSP, OBND,Required 
LVSP, EDID,Required 
LVSP, LVLD,Required 
LVSP, LVLF,Required 
LVSP, LLCT,Required 
LVSP, LVLO,Many 
ANIO
ANIO, MODL,Required 
ANIO, EDID,Required 
ANIO, MODT,
ANIO, BNAM,
WATR
WATR, EDID,Required 
WATR, FNAM,Required 
WATR, NNAM,Many 
WATR, DATA,Required 
WATR, ANAM,Required 
WATR, TNAM,
WATR, NAM1,
WATR, DNAM,Required 
WATR, NAM0,
WATR, GNAM,Required 
WATR, MNAM,
WATR, SNAM,
WATR, FULL,
EFSH
EFSH, ICON,Required 
EFSH, EDID,Required 
EFSH, ICO2,Required 
EFSH, NAM7,Required 
EFSH, NAM8,
EFSH, NAM9,
EFSH, DATA,Required 
DLVW
DLVW, EDID,Required 
DLVW, QNAM,Required 
DLVW, BNAM,Many 
DLVW, ENAM,
DLVW, TNAM,Many 
DLVW, DNAM,
EXPL
EXPL, MODL,
EXPL, OBND,Required 
EXPL, EDID,Required 
EXPL, MODT,
EXPL, DATA,Required 
EXPL, MNAM,
EXPL, FULL,
EXPL, EITM,
IMGS
IMGS, EDID,Required 
IMGS, HNAM,
IMGS, CNAM,
IMGS, DNAM,
IMGS, TNAM,
IMGS, ENAM,
IMAD
IMAD, VNAM,Required 
IMAD, EDID,Required 
IMAD, NAM1,Required 
IMAD, TNAM,Required 
IMAD, DNAM,Required 
IMAD, RNAM,Required 
IMAD, BNAM,Required 
IMAD, UNAM,Required 
IMAD, PIAD,Required 
IMAD, IAD,Required 
IMAD, NAM3,Required 
IMAD, SNAM,Required 
IMAD, YNAM,Required 
IMAD, NAM2,Required 
IMAD, WNAM,Required 
IMAD, XNAM,Required 
IMAD, NAM4,Required 
IMAD, @IAD,Required 
IMAD,     ,Required 
IMAD, AIAD,Required 
IMAD, IAD,Required 
IMAD, BIAD,Required 
IMAD, IAD,Required 
IMAD, CIAD,Required 
IMAD, IAD,Required 
IMAD, DIAD,Required 
IMAD, IAD,Required 
IMAD, EIAD,Required 
IMAD, IAD,Required 
IMAD, FIAD,Required 
IMAD, IAD,Required 
IMAD, GIAD,Required 
IMAD, IAD,Required 
IMAD, HIAD,Required 
IMAD, IAD,Required 
IMAD, IIAD,Required 
IMAD, 	IAD,Required 
IMAD, JIAD,Required 
IMAD, 
IAD,Required 
IMAD, KIAD,Required 
IMAD, IAD,Required 
IMAD, LIAD,Required 
IMAD, IAD,Required 
IMAD, MIAD,Required 
IMAD, IAD,Required 
IMAD, NIAD,Required 
IMAD, IAD,Required 
IMAD, OIAD,Required 
IMAD, IAD,Required 
IMAD, QIAD,Required 
IMAD, IAD,Required 
IMAD, RIAD,Required 
IMAD, IAD,Required 
IMAD, SIAD,Required 
IMAD, IAD,Required 
IMAD, TIAD,Required 
IMAD, IAD,Required 
FLST
FLST, EDID,Required 
FLST, LNAM,Many 
PERK
PERK, EDID,Required 
PERK, EPFT,Many 
PERK, PRKC,Many 
PERK, DESC,Required 
PERK, EPF2,Many 
PERK, FULL,
PERK, CTDA,Many 
PERK, DATA,Many 
PERK, PRKE,Many 
PERK, PRKF,Many 
PERK, EPFD,Many 
PERK, CIS2,Many 
PERK, NNAM,
PERK, VMAD,
PERK, EPF3,Many 
BPTD
BPTD, MODL,Required 
BPTD, EDID,Required 
BPTD, NAM1,Many 
BPTD, BPNT,Many 
BPTD, BPTN,Many 
BPTD, MODT,Required 
BPTD, BPNI,Many 
BPTD, BPNN,Many 
BPTD, BPND,Many 
BPTD, NAM4,Many 
BPTD, NAM5,Many 
ADDN
ADDN, MODL,Required 
