	Model = "a\Shield_Indoril.nif"
	BasePrice = 2000
	ItemLevel = 8
	Weight = 13.5
	EnchantPts = 450
	Armor = 45
	Type = "Shield"
	Condition = 900
	MShield = "Shield_Indoril"
End
Item
	ItemType = Armor
	Name = "Imperial Templar Right Pauldron"
	Icon = "a\Tx_Templar_pauldron.tga"
	Model = "a\A_Templar_M_CL_Pauldron.nif"
	BasePrice = 60
	ItemLevel = 1
	Weight = 10
	EnchantPts = 20
	Armor = 18
	Type = "Right Pauldron"
	Condition = 180
	MRightPauldron = "a_templar_m_cl_pauldron"
End
Item
	ItemType = Armor
	Name = "Imperial Templar Boots"
	Icon = "a\Tx_Templar_boot.tga"
	Model = "a\A_Templar_M_Boot_GND.nif"
	BasePrice = 50
	ItemLevel = 1
	Weight = 20
	EnchantPts = 88
	Armor = 18
	Type = "Boots"
	Condition = 180
	MRightFoot = "a_templar_m_f_boot"
	MRightAnkle = "a_templar_m_a_boot"
	MLeftFoot = "a_templar_m_f_boot"
	MLeftAnkle = "a_templar_m_a_boot"
End
Item
	ItemType = Armor
	Name = "Indoril Left Pauldron"
	Icon = "a\Tx_Indoril_pauldron.tga"
	Model = "a\A_Indoril_M_Pauldron_GND.nif"
	BasePrice = 2400
	ItemLevel = 9
	Weight = 9
	EnchantPts = 10
	Armor = 45
	Type = "Left Pauldron"
	Condition = 450
	MLeftUpperArm = "a_indoril_m_ua_pauldron"
	MLeftPauldron = "a_indoril_m_cl_pauldron"
End
Item
	ItemType = Armor
	Name = "Indoril Right Pauldron"
	Icon = "a\Tx_Indoril_pauldron.tga"
	Model = "a\A_Indoril_M_Pauldron_GND.nif"
	BasePrice = 2400
	ItemLevel = 9
	Weight = 9
	EnchantPts = 10
	Armor = 45
	Type = "Right Pauldron"
	Condition = 450
	MRightUpperArm = "a_indoril_m_ua_pauldron"
	MRightPauldron = "a_indoril_m_cl_pauldron"
End
Item
	ItemType = Armor
	Name = "Imperial Templar Left Bracer"
	Icon = "a\Tx_Templar_bracer.tga"
	Model = "a\A_Templar_M_W_Bracer.nif"
	BasePrice = 25
	ItemLevel = 1
	Weight = 5
	EnchantPts = 200
	Armor = 18
	Type = "Left Bracer"
	Condition = 90
	MLeftWrist = "a_templar_m_w_bracer"
End
Item
	ItemType = Armor
	Name = "Imperial Templar Right Bracer"
	Icon = "a\Tx_Templar_bracer.tga"
	Model = "a\A_Templar_M_W_Bracer.nif"
	BasePrice = 25
	ItemLevel = 1
	Weight = 5
	EnchantPts = 200
	Armor = 18
	Type = "Right Bracer"
	Condition = 90
	MRightWrist = "a_templar_m_w_bracer"
End
Item
	ItemType = Armor
	Name = "Imperial Templar Left Pauldron"
	Icon = "a\Tx_Templar_pauldron.tga"
	Model = "a\A_Templar_M_CL_Pauldron.nif"
	BasePrice = 60
	ItemLevel = 1
	Weight = 10
	EnchantPts = 20
	Armor = 18
	Type = "Left Pauldron"
	Condition = 180
	MLeftPauldron = "a_templar_m_cl_pauldron"
End
Item
	ItemType = Armor
	Name = "Imperial Templar Knight Cuirass"
	Icon = "a\Tx_Templar_curaiss.tga"
	Model = "a\A_Templar_M_Cuirass_GND.nif"
	BasePrice = 175
	ItemLevel = 2
	Weight = 30
	EnchantPts = 200
	Armor = 18
	Type = "Cuirass"
	Condition = 540
	MChest = "templar_chest"
End
Item
	ItemType = Clothing
	Name = "Imperial Templar Belt"
	Icon = "c\TX_C_belt_leather00.tga"
	Model = "c\C_belt_Common_1.NIF"
	BasePrice = 4
	ItemLevel = 1
	Weight = 2
	EnchantPts = 100
	Type = "Belt"
End
Item
	ItemType = Weapon
	Name = "Steel Mace"
	Icon = "w\Tx_Mace01.tga"
	Model = "w\W_mace.nif"
	BasePrice = 48
	ItemLevel = 1
	Weight = 15
	EnchantPts = 50
	Type = "Blunt"
	Reach = 1
	Speed = 1.3
	Condition = 1800
	MinChop = 3
	MaxChop = 14
	MinSlash = 3
	MaxSlash = 14
	MinThrust = 1
	MaxThrust = 2
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Steel Dagger"
	Icon = "w\Tx_dagger_dragon.tga"
	Model = "w\W_Dagger_dragon.nif"
	BasePrice = 20
	ItemLevel = 1
	Weight = 3
	EnchantPts = 20
	Type = "Short Blade"
	Reach = 1
	Speed = 2.5
	Condition = 450
	MinChop = 4
	MaxChop = 5
	MinSlash = 4
	MaxSlash = 5
	MinThrust = 5
	MaxThrust = 5
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Spiked Club"
	Icon = "w\Tx_club01.tga"
	Model = "w\W_Club00.nif"
	BasePrice = 18
	ItemLevel = 1
	Weight = 12
	EnchantPts = 40
	Type = "Blunt"
	Reach = 1
	Speed = 1.5
	Condition = 400
	MinChop = 4
	MaxChop = 5
	MinSlash = 4
	MaxSlash = 4
	MinThrust = 1
	MaxThrust = 2
	IgnoreResist = FALSE
End
Item
	ItemType = Armor
	Name = "Imperial Steel Left Pauldron"
	Icon = "a\Tx_Imperial_pauldron.tga"
	Model = "a\A_Imperial_Pauldron_GND.nif"
	BasePrice = 53
	ItemLevel = 1
	Weight = 10
	EnchantPts = 20
	Armor = 16
	Type = "Left Pauldron"
	Condition = 160
	MLeftPauldron = "imperial cl pauldron"
	MLeftUpperArm = "imperial ua"
End
Item
	ItemType = Armor
	Name = "Imperial Steel Right Pauldron"
	Icon = "a\Tx_Imperial_pauldron.tga"
	Model = "a\A_Imperial_Pauldron_GND.nif"
	BasePrice = 53
	ItemLevel = 1
	Weight = 10
	EnchantPts = 20
	Armor = 16
	Type = "Right Pauldron"
	Condition = 160
	MRightPauldron = "imperial cl pauldron"
	MRightUpperArm = "imperial ua"
End
Item
	ItemType = Clothing
	Name = "Imperial Belt"
	Icon = "c\tx_belt_common01.tga"
	Model = "c\C_belt_Common_1.NIF"
	BasePrice = 2
	ItemLevel = 1
	Weight = 2
	EnchantPts = 5
	Type = "Belt"
End
Item
	ItemType = Armor
	Name = "Imperial Steel Left Gauntlet"
	Icon = "a\Tx_Imperial_gauntlet.tga"
	Model = "a\A_Imperial_A_Gauntlet_GND.nif"
	BasePrice = 33
	ItemLevel = 1
	Weight = 5
	EnchantPts = 200
	Armor = 16
	Type = "Left Gauntlet"
	Condition = 80
	MLeftHand = "a_imperial_gauntlet"
End
Item
	ItemType = Armor
	Name = "Imperial Steel Right Gauntlet"
	Icon = "a\Tx_Imperial_gauntlet.tga"
	Model = "a\A_Imperial_A_Gauntlet_GND.nif"
	BasePrice = 33
	ItemLevel = 1
	Weight = 5
	EnchantPts = 200
	Armor = 16
	Type = "Right Gauntlet"
	Condition = 80
	MRightHand = "a_imperial_gauntlet"
End
Item
	ItemType = Armor
	Name = "Imperial Steel Boots"
	Icon = "a\Tx_Imperial_boot.tga"
	Model = "a\A_Imperial_A_Boot_GND.nif"
	BasePrice = 50
	ItemLevel = 1
	Weight = 19
	EnchantPts = 88
	Armor = 16
	Type = "Boots"
	Condition = 170
	MRightFoot = "imperial boot foot"
	MLeftAnkle = "imperial boot ankle"
	MRightAnkle = "imperial boot ankle"
	MLeftFoot = "imperial boot foot"
End
Item
	ItemType = Armor
	Name = "Indoril Helmet"
	Icon = "a\Tx_Indoril_helmet.tga"
	Model = "a\A_Indoril_M_Helmet.nif"
	BasePrice = 3000
	ItemLevel = 10
	Weight = 4.5
	EnchantPts = 225
	Armor = 45
	Type = "Helmet"
	Condition = 450
	MHead = "indoril hlelmet"
End
Item
	ItemType = Clothing
	Name = "Imperial Templar Skirt"
	Icon = "a\Tx_Templar_skirt.tga"
	Model = "c\C_M_Skirt_Templar_GND.nif"
	BasePrice = 6
	ItemLevel = 1
	Weight = 2.5
	EnchantPts = 5
	Type = "Skirt"
	MSkirt = "templar skirt"
End
Item
	ItemType = Armor
	Name = "Imperial Steel Helmet"
	Icon = "a\Tx_Imperial_helmet.tga"
	Model = "a\A_Imperial_M_Helmet.nif"
	BasePrice = 70
	ItemLevel = 1
	Weight = 5
	EnchantPts = 250
	Armor = 16
	Type = "Helmet"
	Condition = 160
	MHair = "imperial helmet"
End
Item
	ItemType = Armor
	Name = "Indoril Cuirass"
	Icon = "a\Tx_Indoril_curaiss.tga"
	Model = "a\A_Indoril_M_Cuirass_GND.nif"
	BasePrice = 7000
	ItemLevel = 16
	Weight = 27
	EnchantPts = 180
	Armor = 45
	Type = "Cuirass"
	Condition = 1350
	MChest = "a_indoril_m_chest"
End
Item
	ItemType = Clothing
	Name = "Indoril Belt"
	Icon = "c\tx_belt_common02.tga"
	Model = "c\C_belt_Common_2.NIF"
	BasePrice = 5
	ItemLevel = 1
	Weight = 2
	EnchantPts = 5
	Type = "Belt"
End
Item
	ItemType = Armor
	Name = "Indoril Left Gauntlet"
	Icon = "a\Tx_Indoril_gauntlet.tga"
	Model = "a\A_Indoril_M_Gauntlet_GND.nif"
	BasePrice = 1400
	ItemLevel = 7
	Weight = 4.5
	EnchantPts = 60
	Armor = 45
	Type = "Left Gauntlet"
	Condition = 225
	MLeftHand = "a_indoril_m_gauntlet"
End
Item
	ItemType = Armor
	Name = "Indoril Right Gauntlet"
	Icon = "a\Tx_Indoril_gauntlet.tga"
	Model = "a\A_Indoril_M_Gauntlet_GND.nif"
	BasePrice = 1400
	ItemLevel = 7
	Weight = 4.5
	EnchantPts = 60
	Armor = 45
	Type = "Right Gauntlet"
	Condition = 225
	MRightHand = "a_indoril_m_gauntlet"
End
Item
	ItemType = Armor
	Name = "Indoril Boots"
	Icon = "a\Tx_Indoril_boot.tga"
	Model = "a\A_Indoril_M_boot_GND.nif"
	BasePrice = 2000
	ItemLevel = 8
	Weight = 18
	EnchantPts = 26
	Armor = 45
	Type = "Boots"
	Condition = 450
	MRightFoot = "a_indoril_m_f_boot"
	MRightAnkle = "a_indoril_m_a_boot"
	MLeftAnkle = "a_indoril_m_a_boot"
	MLeftFoot = "a_indoril_m_f_boot"
End
Item
	ItemType = Armor
	Name = "Right Leather Bracer"
	Icon = "c\TX_C_bracerleather01.tga"
	Model = "c\C_M_Bracer_W_leather01.nif"
	BasePrice = 5
	ItemLevel = 1
	Weight = 1.5
	EnchantPts = 60
	Armor = 5
	Type = "Right Bracer"
	Condition = 25
	MRightWrist = "c_m_bracer_w_leather01"
End
Item
	ItemType = Armor
	Name = "Left Leather Bracer"
	Icon = "c\TX_C_bracerleather01.tga"
	Model = "c\C_M_Bracer_W_leather01.nif"
	BasePrice = 5
	ItemLevel = 1
	Weight = 1.5
	EnchantPts = 60
	Armor = 5
	Type = "Left Bracer"
	Condition = 20
	MLeftWrist = "c_m_bracer_w_leather01"
End
Item
	ItemType = Armor
	Name = "Cloth Left Bracer"
	Icon = "c\TX_C_bracerCloth.tga"
	Model = "c\C_M_Bracer_W_clothwrap02.nif"
	BasePrice = 3
	ItemLevel = 1
	Weight = 1.5
	EnchantPts = 60
	Armor = 4
	Type = "Left Bracer"
	Condition = 20
	MLeftWrist = "c_m_bracer_w_clothwrap02"
End
Item
	ItemType = Armor
	Name = "Cloth Right Bracer"
	Icon = "c\TX_C_bracerCloth.tga"
	Model = "c\C_M_Bracer_W_clothwrap02.nif"
	BasePrice = 3
	ItemLevel = 1
	Weight = 1.5
	EnchantPts = 60
	Armor = 4
	Type = "Right Bracer"
	Condition = 20
	MRightWrist = "c_m_bracer_w_clothwrap02"
End
Item
	ItemType = Weapon
	Name = "Steel Broadsword"
	Icon = "w\Tx_Broadsword_Imperial.tga"
	Model = "w\W_Broadsword_Imperial.nif"
	BasePrice = 60
	ItemLevel = 1
	Weight = 12
	EnchantPts = 50
	Type = "Long Blade"
	Reach = 1
	Speed = 1.25
	Condition = 900
	MinChop = 4
	MaxChop = 14
	MinSlash = 4
	MaxSlash = 14
	MinThrust = 2
	MaxThrust = 14
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Steel Shortsword"
	Icon = "w\Tx_Shortsword01.tga"
	Model = "w\W_shortsword00.nif"
	BasePrice = 40
	ItemLevel = 1
	Weight = 8
	EnchantPts = 40
	Type = "Short Blade"
	Reach = 1
	Speed = 2
	Condition = 750
	MinChop = 5
	MaxChop = 12
	MinSlash = 5
	MaxSlash = 12
	MinThrust = 7
	MaxThrust = 12
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Imperial Shortsword"
	Icon = "w\Tx_Shortsword_Imperial.tga"
	Model = "w\W_Shortsword_Imperial.nif"
	BasePrice = 30
	ItemLevel = 1
	Weight = 9
	EnchantPts = 50
	Type = "Short Blade"
	Reach = 1
	Speed = 2
	Condition = 700
	MinChop = 4
	MaxChop = 10
	MinSlash = 4
	MaxSlash = 10
	MinThrust = 6
	MaxThrust = 10
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Steel Spear"
	Icon = "w\Tx_Spear01.tga"
	Model = "w\W_spear.nif"
	BasePrice = 40
	ItemLevel = 1
	Weight = 14
	EnchantPts = 50
	Type = "Spear"
	Reach = 1.8
	Speed = 1
	Condition = 1000
	MinChop = 2
	MaxChop = 5
	MinSlash = 2
	MaxSlash = 5
	MinThrust = 6
	MaxThrust = 17
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Steel Tanto"
	Icon = "w\Tx_Tanto.tga"
	Model = "w\W_Tanto.nif"
	BasePrice = 28
	ItemLevel = 1
	Weight = 4
	EnchantPts = 22
	Type = "Short Blade"
	Reach = 1
	Speed = 2.25
	Condition = 600
	MinChop = 5
	MaxChop = 11
	MinSlash = 5
	MaxSlash = 11
	MinThrust = 6
	MaxThrust = 11
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Imperial Broadsword"
	Icon = "w\Tx_Broadsword_Imperial.tga"
	Model = "w\W_Broadsword_Imperial.nif"
	BasePrice = 60
	ItemLevel = 1
	Weight = 12
	EnchantPts = 70
	Type = "Long Blade"
	Reach = 1
	Speed = 1.25
	Condition = 600
	MinChop = 6
	MaxChop = 12
	MinSlash = 4
	MaxSlash = 12
	MinThrust = 4
	MaxThrust = 12
	IgnoreResist = FALSE
End
Item
	ItemType = Armor
	Name = "Imperial Shield"
	Icon = "a\Tx_Imperial_shield.tga"
	Model = "a\A_Shield_Imperial.nif"
	BasePrice = 78
	ItemLevel = 1
	Weight = 14
	EnchantPts = 500
	Armor = 16
	Type = "Shield"
	Condition = 320
	MShield = "a_shield_imperial"
End
Item
	ItemType = Weapon
	Name = "Iron Longsword"
	Icon = "w\Tx_Iron_longsword.tga"
	Model = "w\W_Iron_Longsword.nif"
	BasePrice = 40
	ItemLevel = 1
	Weight = 20
	EnchantPts = 60
	Type = "Long Blade"
	Reach = 1
	Speed = 1.35
	Condition = 800
	MinChop = 2
	MaxChop = 13
	MinSlash = 1
	MaxSlash = 18
	MinThrust = 4
	MaxThrust = 16
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Iron Shortsword"
	Icon = "w\Tx_Iron_shortsword.tga"
	Model = "w\W_Iron_shortsword.nif"
	BasePrice = 20
	ItemLevel = 1
	Weight = 8
	EnchantPts = 40
	Type = "Short Blade"
	Reach = 1
	Speed = 2
	Condition = 600
	MinChop = 4
	MaxChop = 9
	MinSlash = 4
	MaxSlash = 9
	MinThrust = 7
	MaxThrust = 11
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Nordic Claymore"
	Icon = "w\Tx_Claymore_Nordic.tga"
	Model = "w\W_Nordic_Claymore.nif"
	BasePrice = 180
	ItemLevel = 2
	Weight = 30
	EnchantPts = 100
	Type = "Long Blade, 2-Hand"
	Reach = 1
	Speed = 1.25
	Condition = 1600
	MinChop = 1
	MaxChop = 30
	MinSlash = 1
	MaxSlash = 25
	MinThrust = 1
	MaxThrust = 18
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Steel Dai-katana"
	Icon = "w\Tx_daikatana.tga"
	Model = "w\W_Daikatana.nif"
	BasePrice = 240
	ItemLevel = 3
	Weight = 20
	EnchantPts = 70
	Type = "Long Blade, 2-Hand"
	Reach = 1
	Speed = 1.35
	Condition = 2700
	MinChop = 1
	MaxChop = 27
	MinSlash = 1
	MaxSlash = 23
	MinThrust = 1
	MaxThrust = 14
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Iron Claymore"
	Icon = "w\Tx_Claymore_Iron.tga"
	Model = "w\W_Iron_Claymore.nif"
	BasePrice = 80
	ItemLevel = 1
	Weight = 27
	EnchantPts = 70
	Type = "Long Blade, 2-Hand"
	Reach = 1
	Speed = 1.25
	Condition = 1400
	MinChop = 1
	MaxChop = 24
	MinSlash = 1
	MaxSlash = 21
	MinThrust = 1
	MaxThrust = 14
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Silver Longsword"
	Icon = "w\Tx_Silver_longsword.tga"
	Model = "w\W_Longsword_Silver.nif"
	BasePrice = 160
	ItemLevel = 2
	Weight = 16
	EnchantPts = 48
	Type = "Long Blade"
	Reach = 1
	Speed = 1.35
	Condition = 640
	MinChop = 2
	MaxChop = 14
	MinSlash = 1
	MaxSlash = 20
	MinThrust = 4
	MaxThrust = 18
	IgnoreResist = TRUE
End
Item
	ItemType = Weapon
	Name = "Ebony Shortsword"
	Icon = "w\Tx_Shortsword_Ebony.tga"
	Model = "w\W_Shortsword_Ebony.nif"
	BasePrice = 10000
	ItemLevel = 20
	Weight = 16
	EnchantPts = 80
	Type = "Short Blade"
	Reach = 1
	Speed = 2
	Condition = 1200
	MinChop = 10
	MaxChop = 20
	MinSlash = 10
	MaxSlash = 22
	MinThrust = 15
	MaxThrust = 25
	IgnoreResist = TRUE
End
Item
	ItemType = Weapon
	Name = "Ebony Longsword"
	Icon = "w\Tx_Longsword_Ebony.tga"
	Model = "w\W_Longsword_ebony.nif"
	BasePrice = 20000
	ItemLevel = 28
	Weight = 40
	EnchantPts = 120
	Type = "Long Blade"
	Reach = 1
	Speed = 1.35
	Condition = 1600
	MinChop = 2
	MaxChop = 27
	MinSlash = 1
	MaxSlash = 37
	MinThrust = 4
	MaxThrust = 34
	IgnoreResist = TRUE
End
Item
	ItemType = Weapon
	Name = "Silver Shortsword"
	Icon = "w\Tx_Shortsword_Silver.tga"
	Model = "w\W_silver_Shortsword.nif"
	BasePrice = 80
	ItemLevel = 1
	Weight = 6
	EnchantPts = 36
	Type = "Short Blade"
	Reach = 1
	Speed = 2
	Condition = 570
	MinChop = 5
	MaxChop = 10
	MinSlash = 5
	MaxSlash = 10
	MinThrust = 7
	MaxThrust = 10
	IgnoreResist = TRUE
End
Item
	ItemType = Weapon
	Name = "Daedric Longsword"
	Icon = "w\Tx_Daedric_longsword.tga"
	Model = "w\W_Longsword_daedric.nif"
	BasePrice = 40000
	ItemLevel = 40
	Weight = 60
	EnchantPts = 180
	Type = "Long Blade"
	Reach = 1
	Speed = 1.35
	Condition = 3200
	MinChop = 2
	MaxChop = 32
	MinSlash = 1
	MaxSlash = 44
	MinThrust = 4
	MaxThrust = 40
	IgnoreResist = TRUE
End
Item
	ItemType = Weapon
	Name = "Nordic Battle Axe"
	Icon = "w\Tx_WarAxe_Nordic.tga"
	Model = "w\W_Nordic_BattleAxe.nif"
	BasePrice = 60
	ItemLevel = 1
	Weight = 30
	EnchantPts = 55
	Type = "Axe, 2-Hand"
	Reach = 1
	Speed = 1
	Condition = 1200
	MinChop = 1
	MaxChop = 30
	MinSlash = 1
	MaxSlash = 30
	MinThrust = 1
	MaxThrust = 4
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Steel Axe"
	Icon = "w\Tx_Battle_Axe.tga"
	Model = "w\W_WarAxe_Steel.nif"
	BasePrice = 60
	ItemLevel = 1
	Weight = 24
	EnchantPts = 45
	Type = "Axe"
	Reach = 1
	Speed = 1
	Condition = 1200
	MinChop = 1
	MaxChop = 18
	MinSlash = 1
	MaxSlash = 10
	MinThrust = 1
	MaxThrust = 2
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Iron Battle Axe"
	Icon = "w\tx_battleaxe_iron.tga"
	Model = "w\W_BATTLEAXE_IRON.nif"
	BasePrice = 50
	ItemLevel = 1
	Weight = 30
	EnchantPts = 55
	Type = "Axe, 2-Hand"
	Reach = 1
	Speed = 1
	Condition = 1200
	MinChop = 1
	MaxChop = 32
	MinSlash = 1
	MaxSlash = 24
	MinThrust = 1
	MaxThrust = 3
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Steel Claymore"
	Icon = "w\Tx_Claymore.tga"
	Model = "w\W_claymore.nif"
	BasePrice = 160
	ItemLevel = 2
	Weight = 27
	EnchantPts = 70
	Type = "Long Blade, 2-Hand"
	Reach = 1
	Speed = 1.25
	Condition = 2100
	MinChop = 1
	MaxChop = 27
	MinSlash = 1
	MaxSlash = 23
	MinThrust = 1
	MaxThrust = 16
	IgnoreResist = FALSE
End
Item
	ItemType = Weapon
	Name = "Steel Katana"
	Icon = "w\Tx_Katana.tga"
	Model = "w\W_N_Katana.nif"
	BasePrice = 100
	ItemLevel = 2
	Weight = 18
	EnchantPts = 60
	Type = "Long Blade"
	Reach = 1
	Speed = 1.5
	Condition = 1800
	MinChop = 3
	MaxChop = 20
	MinSlash = 1
